시설물라벨명칭,시설물종류명,시설물용도분류명,시설물 수,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
T265002(T9040)_화곡동 846-26(무단투기),CTV,TSV,1,쓰레기투기단속,화곡동 846-26,곰달래로44길 25,126.8566463,37.5303193,0,Y,1,,2009-01-01,KSG,77,Y,,N,S,,777002,KSG,,3,,2020-10-14 15:15,1150055000,,Y,T265002,
T265003(T9041)_화곡동 856-21(무단투기),CTV,TSV,1,쓰레기투기단속,화곡2동 856-21,강서로5라길 101,126.85396,37.52994,0,Y,1,,2009-01-01,KSG,77,Y,,N,S,,777002,KSG,,3,,2020-10-14 15:15,1150055000,,Y,T9041,
T315003(T9028)_등촌2동 365-182(등촌로 51길 104)(무단투기),CTV,TSV,1,쓰레기투기단속,등촌2동 365-182,등촌로51길 94,126.8581247,37.54981714,0,Y,1,,2009-01-01,KSG,77,Y,,N,S,,777002,KSG,,2,,2020-10-14 15:15,1150053000,등촌2동,Y,T315003,등촌2동
T305003(T9035)_화곡8동 408-49(무단투기),CTV,TSV,1,쓰레기투기단속,화곡8동 408-49,초록마을로34길 35,126.84541,37.537506,0,Y,1,,2009-01-01,KSG,77,Y,,N,S,,777002,KSG,,3,,2020-10-14 15:15,1150059300,,N,T305003,
SC205_공항대로 연결녹지 29 건너편 - 전원제어장치,PWE,PWE,1,전원제어장치,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-16 16:46,2016-12-01 13:35,,,N,SC205,
C141023_공항동 18-30,CTV,POC,1,방범용,공항동 18-30,방화대로21길69,126.8127983,37.56376266,0,Y,0,,2016-05-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-05-17 2:08,2020-10-14 15:15,1150062000,,N,C141023,
C111011_가양1동 130-3,CTV,POC,1,방범용,가양1동130-3,강서로74길21,126.8423744,37.56723453,0,D,0,,2016-05-01,KSG,77,Y,,N,S,,777002,KSG,N,6,2016-05-17 2:08,2019-03-06 10:56,1150060300,,Y,C111011,
C201028_방화1동 251-27,CTV,POC,1,방범용,방화1동 251-27,방화대로35길28,126.8149841,37.56958225,0,Y,0,,2016-05-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-05-17 2:08,2020-10-14 15:15,1150063000,,N,C201028,
C211025_방화2동 553-22,CTV,POC,1,방범용,방화2동 553-22,양천로14나길7,126.8095318,37.57080109,0,Y,0,,2016-05-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-05-17 2:08,2020-10-14 15:15,1150064000,,Y,C211025,
C201028_방화동 251-27(보조1),CTV,POC,1,방범용,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-17 2:08,2016-10-18 17:38,,,N,,
C141024_공항동 651-6(보조1),CTV,POC,1,방범용,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-17 2:08,2016-10-18 17:38,1150062000,,N,,
C141023_공항동 18-30(보조1),CTV,POC,1,방범용,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-17 2:08,2016-10-18 17:38,1150062000,,N,,
C201028_방화동 251-27(보조2),CTV,POC,1,방범용,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-17 2:08,2016-10-18 17:38,,,N,,
SC128_마곡서로와 공항대로 교차 사거리 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡서로와 공항대로 교차 사거리,126.8234488,37.55985603,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC128,
SC128_마곡서로와 공항대로 교차 사거리 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡서로와 공항대로 교차 사거리,126.8234488,37.55985603,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC128,
SC128_마곡서로와 공항대로 교차 사거리 - 디자인폴,POL,POL,1,폴,마곡동,마곡서로와 공항대로 교차 사거리,126.8234488,37.55985603,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC128,
SC128_마곡서로와 공항대로 교차 사거리 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡서로와 공항대로 교차 사거리,126.8234488,37.55985603,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC128,
SC130_마곡서로와 마곡중앙3로 교차 사거리 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:54,,,N,SC130,
SC130_마곡서로와 마곡중앙3로 교차 사거리 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:54,,,N,SC130,
SC130_마곡서로와 마곡중앙3로 교차 사거리 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:54,,,N,SC130,
SC130_마곡서로와 마곡중앙3로 교차 사거리 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC130,
SC130_마곡서로와 마곡중앙3로 교차 사거리 - 디자인폴,POL,POL,1,폴,마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC130,
SC130_마곡서로와 마곡중앙3로 교차 사거리 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC130,
SC133_마곡중앙로 광장1호 앞 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡중앙로 광장1호 앞,126.82747,37.565666,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC133,
SC133_마곡중앙로 광장1호 앞 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡중앙로 광장1호 앞,126.82747,37.565666,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC133,
SC133_마곡중앙로 광장1호 앞 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡중앙로 광장1호 앞,126.82747,37.565666,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC133,
SC133_마곡중앙로 광장1호 앞 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡중앙로 광장1호 앞,126.82747,37.565666,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC133,
SC133_마곡중앙로 광장1호 앞 - 디자인폴,POL,POL,1,폴,마곡동,마곡중앙로 광장1호 앞,126.82747,37.565666,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC133,
SC133_마곡중앙로 광장1호 앞 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡중앙로 광장1호 앞,126.82747,37.565666,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC133,
SC134_마곡중앙5로 마곡나루역 입구 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡중앙5로 마곡나루역 입구,126.825969,37.56666655,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC134,
SC134_마곡중앙5로 마곡나루역 입구 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡중앙5로 마곡나루역 입구,126.825969,37.56666655,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC134,
SC134_마곡중앙5로 마곡나루역 입구 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡중앙5로 마곡나루역 입구,126.825969,37.56666655,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC134,
SC134_마곡중앙5로 마곡나루역 입구 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡중앙5로 마곡나루역 입구,126.825969,37.56666655,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC134,
SC134_마곡중앙5로 마곡나루역 입구 - 디자인폴,POL,POL,1,폴,마곡동,마곡중앙5로 마곡나루역 입구,126.825969,37.56666655,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC134,
SC134_마곡중앙5로 마곡나루역 입구 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡중앙5로 마곡나루역 입구,126.825969,37.56666655,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC134,
SC135_마곡중앙로 161과 마곡서로 교차 사거리 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡중앙로 161과 마곡서로 교차 사거리,126.82493,37.568348,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:55,,,N,SC135,
SC135_마곡중앙로 161과 마곡서로 교차 사거리 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동 365-8,,126.82493,37.568348,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:55,,,N,SC135,
SC135_마곡중앙로 161과 마곡서로 교차 사거리 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동 365-8,,126.82493,37.568348,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:55,,,N,SC135,
SC135_마곡중앙로 161과 마곡서로 교차 사거리 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡중앙로 161과 마곡서로 교차 사거리,126.82493,37.568348,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-04-10 16:37,,,N,SC135,
SC135_마곡중앙로 161과 마곡서로 교차 사거리 - 디자인폴,POL,POL,1,폴,마곡동,마곡중앙로 161과 마곡서로 교차 사거리,126.82493,37.568348,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-04-10 16:36,,,N,SC135,
SC135_마곡중앙로 161과 마곡서로 교차 사거리 - 디자인함체,HUL,HUL,1,함체,마곡동 365-8,,126.82493,37.568348,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-04-10 16:37,,,N,SC135,
C181035(SC127)-마곡중앙로 단지 건너편,CTV,POC,1,방범용,마곡동 721-7 ,마곡중앙로 단지 건너편,126.82653,37.55827,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-17 2:08,2020-10-14 15:15,1150061100,,N,C181035,
I116002_가양1차더하임 - 카메라 1,CTV,CPV,1,불법주정차단속,가양동 1497,양천로53길 66,126.848718,37.567514,0,Y,0,,2015-11-01,KSG,77,Y,,N,S,,777002,KSG,N,6,2016-03-14 16:51,2020-10-14 15:15,1150060300,,N,I116002,
I116003_강서한강자이 후문 - 카메라 1,CTV,CPV,1,불법주정차단속,가양동 1500,양천로55길 55,126.84981,37.567363,0,Y,0,,2015-11-01,KSG,77,Y,,N,S,,777002,KSG,N,6,2016-03-14 16:51,2020-10-14 15:15,1150060300,,N,I116003,
A3003_화곡2동 865-2,CTV,POC,1,방범용,화곡2동 865-2,곰달래로45길 15,126.8565083,37.5330681,0,D,1,,2012-04-01,KSG,77,Y,,N,S,113003,777002,KSG,N,3,2016-02-19 2:08,2019-03-06 10:56,1150055000,,N,C261012,
G274002(G9016)_화곡3동 1046 (그린파킹),CTV,GPK,1,그린파킹,화곡3동 1046,화곡로15길 56,126.83485,37.542526,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119016,777002,KSG,N,,2016-02-19 17:04,2020-10-14 15:15,1150056000,,Y,G274002,
C181012(SC112)-방화대로34길 55 앞 2단지 건너편,CTV,POC,1,방범용,마곡동 731-215,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,181012,777002,KSG,N,6,2016-02-27 2:08,2020-10-14 15:15,1150063000,,Y,C181012,
C181012(SC112)-방화대로34길 55 앞 2단지 건너편(보조1) (11시 강서통합관제센터),CTV,POC,1,방범용,마곡동 731-215,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,181012,777002,KSG,N,6,2016-02-27 2:08,2020-10-14 15:15,1150063000,,N,C181012,
B1008_등촌동 82-1_유석초등학교 - 카메라 1,CTV,POC,1,방범용,등촌3동 82-1 유석초등학교,화곡로69길 9,126.853156,37.561213,0,D,0,,,KSG,77,Y,,N,S,121008,777002,KSG,N,6,2016-03-10 2:08,2016-10-18 17:38,,,N,,
C181009(SC204) - 공항대로 마곡역 건너 연결녹지22호 앞,CTV,POC,1,방범용,마곡동 727-1102 ,공항대로 마곡역 건너 연결녹지22호 앞,126.8272275,37.56018408,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-10-14 15:15,1150060300,,Y,C181009,
C181007(SC129) - 마곡동 727-709 마곡역 앞,CTV,POC,1,방범용,마곡동 727-709,공항대로 마곡역 앞,126.8258808,37.5601133,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-10-14 15:15,1150060300,,Y,C181007,
C181010(SC301) - 마곡중앙로 연구단지D6 앞,CTV,POC,1,방범용,마곡동 229-8,마곡중앙로 연구단지D6 앞,126.8291774,37.57254354,0,Y,0,,2016-02-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-10-14 15:15,1150060300,,Y,C181010,
(교체예정)C181046(SC212) - 공항대로 국제업무단지 C6 앞,CTV,POC,1,방범용,마곡동 727-1161 ,공항대로 국제업무단지 C6 앞,126.8321317,37.55937142,0,D,0,,2016-11-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2019-03-06 10:56,,,Y,C181046,
C181010(SC301) - 마곡중앙로 연구단지D6 앞(보조1) (사거리횡단보도),CTV,POC,1,방범용,마곡동 229-8,마곡중앙로 연구단지D6 앞,126.8291774,37.57254354,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-10-14 15:15,1150060300,,N,C181010,
C181009(SC204) - 공항대로 마곡역 건너 연결녹지22호 앞(보조1) (카메라앞 횡단보도),CTV,POC,1,방범용,마곡동,공항대로 마곡역 건너 연결녹지22호 앞,126.8272275,37.56018408,0,Y,0,,2016-02-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-10-14 15:15,1150060300,,N,C181009,
C181020(SC306) - 마곡중앙로 지원시설용지DS3 앞(보조1),CTV,POC,1,방범용,마곡동 766,마곡중앙로 국제업무단지 CP2 앞,126.828197,37.5669586,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-10-14 15:15,1150060300,,N,C181020,
(설치예정)C181007(SC129) - 마곡동 727-709 마곡역 앞(보조1),CTV,POC,1,방범용,마곡동 727-709,공항대로 마곡역 앞,126.8258808,37.5601133,0,D,1,,2015-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-21 2:09,2020-08-13 12:31,1150060300,,N,C181007,
C181013(SC120) - 방화대로34길 12 서울마곡유치원 앞 공원,CTV,POC,1,방범용,마곡동 731-233 ,방화대로34길 12 서울마곡유치원 앞 공원,126.8183593,37.56919168,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-29 2:09,2020-10-14 15:15,1150063000,,Y,C181013,
C181014(SC136) - 마곡중앙로 국제업무단지 C3 앞,CTV,POC,1,방범용,마곡동 287-3,마곡중앙로 국제업무단지 C3 앞,126.8278667,37.56843498,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-29 2:09,2020-10-14 15:15,1150060300,,Y,C181014,
C181013(SC120) - 방화대로34길 12 서울마곡유치원 앞 공원(보조1),CTV,POC,1,방범용,마곡동,방화대로34길 12 서울마곡유치원 앞 공원,126.8183593,37.56919168,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-04-29 2:09,2020-10-14 15:15,1150063000,,N,C181013,
172.24.187.7 - 카메라 - 01,CTV,POC,1,방범용,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-12 2:08,2016-10-18 17:38,,,N,,
S142001(A2007)_(도로방범)공항동 22-16(송정초등학교),CTV,CPZ,1,어린이보호구역,공항동 22-209 ,공항대로3길 18,126.8104121,37.56267052,0,Y,0,,2011-11-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-05-12 2:08,2020-10-14 15:15,1150062000,,Y,S142001,
C151013_등촌동 647-14(고정1),CTV,POC,1,방범용,,,,,0,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-12 2:08,2016-10-18 17:38,,,N,,
SC103_공항대로 10-2단지 앞 - 스위치1,SWC,SWC,1,광스위치,마곡동,공항대로 10-2단지 앞,126.8180774,37.56036593,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2019-03-06 13:17,,,N,SC103,
SC103_공항대로 10-2단지 앞 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,공항대로 10-2단지 앞,126.8180774,37.56036593,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-05-23 15:15,2019-03-06 13:17,,,N,SC103,
SC103_공항대로 10-2단지 앞 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,공항대로 10-2단지 앞,126.8180774,37.56036593,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2019-03-06 13:17,,,N,SC103,
SC103_공항대로 10-2단지 앞 - 무선AP,WAP,WAP,1,무선AP,마곡동,공항대로 10-2단지 앞,126.8180774,37.56036593,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC103,
SC103_공항대로 10-2단지 앞 - 디자인폴,POL,POL,1,폴,마곡동,공항대로 10-2단지 앞,126.8180774,37.56036593,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC103,
SC103_공항대로 10-2단지 앞 - 디자인함체,HUL,HUL,1,함체,마곡동,공항대로 10-2단지 앞,126.8180774,37.56036593,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC103,
SC106_마곡서1로 8단지 공원 부지 앞 삼거리 - 카메라 1,CTV,,1,,마곡동,마곡서1로 8단지 공원 부지 앞 삼거리,126.8192682,37.56513188,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC106,
SC106_마곡서1로 8단지 공원 부지 앞 삼거리 - 카메라 2,CTV,,1,,마곡동,마곡서1로 8단지 공원 부지 앞 삼거리,126.8192682,37.56513188,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC106,
SC109_마곡중앙5로와 마곡서1로 교차 사거리 - 카메라 1,CTV,,1,,마곡동,마곡중앙5로와 마곡서1로 교차 사거리,126.8188486,37.56768926,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC109,
SC109_마곡중앙5로와 마곡서1로 교차 사거리 - 카메라 2,CTV,,1,,마곡동,마곡중앙5로와 마곡서1로 교차 사거리,126.8188486,37.56768926,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC109,
SC109_마곡중앙5로와 마곡서1로 교차 사거리 - 카메라 3,CTV,,1,,마곡동,마곡중앙5로와 마곡서1로 교차 사거리,126.8188486,37.56768926,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC109,
SC109_마곡중앙5로와 마곡서1로 교차 사거리 - 카메라 4,CTV,,1,,마곡동,마곡중앙5로와 마곡서1로 교차 사거리,126.8188486,37.56768926,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC109,
SC112_방화대로34길 55 앞 2단지 건너편 - 스위치1,SWC,SWC,1,광스위치,마곡동,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2019-03-06 15:53,,,N,SC112,
SC112_방화대로34길 55 앞 2단지 건너편 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-05-23 15:15,2019-03-06 15:53,,,N,SC112,
SC112_방화대로34길 55 앞 2단지 건너편 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2019-03-06 15:53,,,N,SC112,
SC112_방화대로34길 55 앞 2단지 건너편 - 무선AP,WAP,WAP,1,무선AP,마곡동,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC112,
SC112_방화대로34길 55 앞 2단지 건너편 - 디자인폴,POL,POL,1,폴,마곡동,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC112,
SC112_방화대로34길 55 앞 2단지 건너편 - 디자인함체,HUL,HUL,1,함체,마곡동,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC112,
SC114_마곡서로 공진초등학교 남쪽 끝 지점 교차로 - 카메라 1,CTV,,1,,마곡동,마곡서로 공진초등학교 남쪽 끝 지점 교차로,126.8223427,37.55697891,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC114,
SC114_마곡서로 공진초등학교 남쪽 끝 지점 교차로 - 카메라 2,CTV,,1,,마곡동,마곡서로 공진초등학교 남쪽 끝 지점 교차로,126.8223427,37.55697891,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC114,
SC114_마곡서로 공진초등학교 남쪽 끝 지점 교차로 - 카메라 3,CTV,,1,,마곡동,마곡서로 공진초등학교 남쪽 끝 지점 교차로,126.8223427,37.55697891,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC114,
SC114_마곡서로 공진초등학교 남쪽 끝 지점 교차로 - 카메라 4,CTV,,1,,마곡동,마곡서로 공진초등학교 남쪽 끝 지점 교차로,126.8223427,37.55697891,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC114,
SC115_마곡중앙1로와 마곡서로 교차 사거리 - 카메라 1,CTV,,1,,마곡동,마곡중앙1로와 마곡서로 교차 사거리,126.8233981,37.55858484,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC115,
SC115_마곡중앙1로와 마곡서로 교차 사거리 - 카메라 2,CTV,,1,,마곡동,마곡중앙1로와 마곡서로 교차 사거리,126.8233981,37.55858484,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC115,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 카메라 1,CTV,,1,,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 카메라 2,CTV,,1,,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 카메라 3,CTV,,1,,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,D,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-05-23 15:15,2016-10-18 17:38,,,N,SC118,
